"survey_id","location","site_code","site_name","latitude","longitude","survey_year","taxon","survey.mean"
"812329094","Maria Island","MIR-S9","Point Leseuer",-42.66082,148.00697,"2016","Ecklonia radiata",1.6
"812329101","Maria Island","MIR-S10","Green Bluff",-42.72014,148.01146,"2016","Ecklonia radiata",22.8
"812329102","Maria Island","MIR-S10","Green Bluff",-42.72014,148.01146,"2016","Ecklonia radiata",49.2
"812329103","Maria Island","MIR-S10","Green Bluff",-42.72014,148.01146,"2016","Ecklonia radiata",25.2
"812329104","Maria Island","MIR-S10","Green Bluff",-42.72014,148.01146,"2016","Ecklonia radiata",63.2
"812329111","Maria Island","MIR-S1","Darlington North",-42.57658,148.06207,"2016","Ecklonia radiata",36
"812329112","Maria Island","MIR-S1","Darlington North",-42.57658,148.06207,"2016","Ecklonia radiata",36
"812329113","Maria Island","MIR-S1","Darlington North",-42.57658,148.06207,"2016","Ecklonia radiata",78
"812329114","Maria Island","MIR-S1","Darlington North",-42.57658,148.06207,"2016","Ecklonia radiata",48
"812329121","Maria Island","MIR-S2","Painted Cliffs South (Four Mile Reef)",-42.6025,148.04628,"2016","Ecklonia radiata",30
"812329122","Maria Island","MIR-S2","Painted Cliffs South (Four Mile Reef)",-42.6025,148.04628,"2016","Ecklonia radiata",10.4
"812329123","Maria Island","MIR-S2","Painted Cliffs South (Four Mile Reef)",-42.6025,148.04628,"2016","Ecklonia radiata",40.8
"812329124","Maria Island","MIR-S2","Painted Cliffs South (Four Mile Reef)",-42.6025,148.04628,"2016","Ecklonia radiata",60
"812329131","Maria Island","MIR-S3","Painted Cliffs",-42.59211,148.05035,"2016","Ecklonia radiata",22
"812329132","Maria Island","MIR-S3","Painted Cliffs",-42.59211,148.05035,"2016","Ecklonia radiata",6
"812329133","Maria Island","MIR-S3","Painted Cliffs",-42.59211,148.05035,"2016","Ecklonia radiata",0
"812329134","Maria Island","MIR-S3","Painted Cliffs",-42.59211,148.05035,"2016","Ecklonia radiata",0
"812329141","Maria Island","MIR-S5","Return Point",-42.62899,148.02431,"2016","Ecklonia radiata",6.8
"812329142","Maria Island","MIR-S5","Return Point",-42.62899,148.02431,"2016","Ecklonia radiata",26.8
"812329143","Maria Island","MIR-S5","Return Point",-42.62899,148.02431,"2016","Ecklonia radiata",2
"812329144","Maria Island","MIR-S5","Return Point",-42.62899,148.02431,"2016","Ecklonia radiata",18.8
"812329151","Maria Island","MIR-S7","Magistrates Point North",-42.58268,148.0546,"2016","Ecklonia radiata",16
"812329152","Maria Island","MIR-S7","Magistrates Point North",-42.58268,148.0546,"2016","Ecklonia radiata",8
"812329153","Maria Island","MIR-S7","Magistrates Point North",-42.58268,148.0546,"2016","Ecklonia radiata",48
"812329154","Maria Island","MIR-S7","Magistrates Point North",-42.58268,148.0546,"2016","Ecklonia radiata",80
"812329161","Maria Island","MIR-S8","Magistrates Point South",-42.58626,148.0519,"2016","Ecklonia radiata",10.4
"812329162","Maria Island","MIR-S8","Magistrates Point South",-42.58626,148.0519,"2016","Ecklonia radiata",32.4
"812329163","Maria Island","MIR-S8","Magistrates Point South",-42.58626,148.0519,"2016","Ecklonia radiata",16.8
"812329164","Maria Island","MIR-S8","Magistrates Point South",-42.58626,148.0519,"2016","Ecklonia radiata",65.6
"812329171","Maria Island","MIR-S13","Point Holme Lookout",-42.55305,147.94814,"2016","Ecklonia radiata",7.2
"812329172","Maria Island","MIR-S13","Point Holme Lookout",-42.55305,147.94814,"2016","Ecklonia radiata",0
"812329173","Maria Island","MIR-S13","Point Holme Lookout",-42.55305,147.94814,"2016","Ecklonia radiata",0
"812329174","Maria Island","MIR-S13","Point Holme Lookout",-42.55305,147.94814,"2016","Ecklonia radiata",0
"812329181","Maria Island","MIR-S14","Spring Beach",-42.58359,147.91566,"2016","Ecklonia radiata",0
"812329182","Maria Island","MIR-S14","Spring Beach",-42.58359,147.91566,"2016","Ecklonia radiata",22.4
"812329183","Maria Island","MIR-S14","Spring Beach",-42.58359,147.91566,"2016","Ecklonia radiata",14
"812329184","Maria Island","MIR-S14","Spring Beach",-42.58359,147.91566,"2016","Ecklonia radiata",20
"812329191","Maria Island","MIR-S12","Okehampton Bay",-42.52398,147.96925,"2016","Ecklonia radiata",0
"812329192","Maria Island","MIR-S12","Okehampton Bay",-42.52398,147.96925,"2016","Ecklonia radiata",0
"812329193","Maria Island","MIR-S12","Okehampton Bay",-42.52398,147.96925,"2016","Ecklonia radiata",10
"812329194","Maria Island","MIR-S12","Okehampton Bay",-42.52398,147.96925,"2016","Ecklonia radiata",46.8
"812331481","Maria Island","MIR-S8","Magistrates Point South",-42.58626,148.0519,"2018","Ecklonia radiata",13.6
"812331482","Maria Island","MIR-S8","Magistrates Point South",-42.58626,148.0519,"2018","Ecklonia radiata",24.4
"812331483","Maria Island","MIR-S8","Magistrates Point South",-42.58626,148.0519,"2018","Ecklonia radiata",29.6
"812331484","Maria Island","MIR-S8","Magistrates Point South",-42.58626,148.0519,"2018","Ecklonia radiata",18
"812331491","Maria Island","MIR-S16","Fossil Cliffs",-42.57373,148.08046,"2018","Ecklonia radiata",40.4
"812331492","Maria Island","MIR-S16","Fossil Cliffs",-42.57373,148.08046,"2018","Ecklonia radiata",64.8
"812331493","Maria Island","MIR-S16","Fossil Cliffs",-42.57373,148.08046,"2018","Ecklonia radiata",48
"812331494","Maria Island","MIR-S16","Fossil Cliffs",-42.57373,148.08046,"2018","Ecklonia radiata",48.8
"812331501","Maria Island","MIR-S11","Ile du Nord",-42.5623,148.06735,"2018","Ecklonia radiata",13.6
"812331502","Maria Island","MIR-S11","Ile du Nord",-42.5623,148.06735,"2018","Ecklonia radiata",21.2
"812331503","Maria Island","MIR-S11","Ile du Nord",-42.5623,148.06735,"2018","Ecklonia radiata",27.2
"812331504","Maria Island","MIR-S11","Ile du Nord",-42.5623,148.06735,"2018","Ecklonia radiata",18.4
"812331511","Maria Island","MIR-S10","Green Bluff",-42.72014,148.01146,"2018","Ecklonia radiata",22
"812331512","Maria Island","MIR-S10","Green Bluff",-42.72014,148.01146,"2018","Ecklonia radiata",23.6
"812331513","Maria Island","MIR-S10","Green Bluff",-42.72014,148.01146,"2018","Ecklonia radiata",42
"812331514","Maria Island","MIR-S10","Green Bluff",-42.72014,148.01146,"2018","Ecklonia radiata",30.8
"812331521","Maria Island","TAS258","Fossil Cliffs (East)",-42.58321,148.10759,"2018","Ecklonia radiata",77.6
"812331522","Maria Island","TAS258","Fossil Cliffs (East)",-42.58321,148.10759,"2018","Ecklonia radiata",45.2
"812331523","Maria Island","TAS258","Fossil Cliffs (East)",-42.58321,148.10759,"2018","Ecklonia radiata",64
"812331524","Maria Island","TAS258","Fossil Cliffs (East)",-42.58321,148.10759,"2018","Ecklonia radiata",26.8
"812331531","Maria Island","TAS258","Fossil Cliffs (East)",-42.58321,148.10759,"2018","Ecklonia radiata",57.2
"812331532","Maria Island","TAS258","Fossil Cliffs (East)",-42.58321,148.10759,"2018","Ecklonia radiata",60.4
"812331533","Maria Island","TAS258","Fossil Cliffs (East)",-42.58321,148.10759,"2018","Ecklonia radiata",38.4
"812331534","Maria Island","TAS258","Fossil Cliffs (East)",-42.58321,148.10759,"2018","Ecklonia radiata",49.2
"812331541","Maria Island","MIR-S1","Darlington North",-42.57658,148.06207,"2018","Ecklonia radiata",52
"812331542","Maria Island","MIR-S1","Darlington North",-42.57658,148.06207,"2018","Ecklonia radiata",43.6
"812331543","Maria Island","MIR-S1","Darlington North",-42.57658,148.06207,"2018","Ecklonia radiata",28
"812331544","Maria Island","MIR-S1","Darlington North",-42.57658,148.06207,"2018","Ecklonia radiata",20
"812331551","Maria Island","MIR-S2","Painted Cliffs South (Four Mile Reef)",-42.6025,148.04628,"2018","Ecklonia radiata",11.6
"812331552","Maria Island","MIR-S2","Painted Cliffs South (Four Mile Reef)",-42.6025,148.04628,"2018","Ecklonia radiata",22.8
"812331553","Maria Island","MIR-S2","Painted Cliffs South (Four Mile Reef)",-42.6025,148.04628,"2018","Ecklonia radiata",18.4
"812331554","Maria Island","MIR-S2","Painted Cliffs South (Four Mile Reef)",-42.6025,148.04628,"2018","Ecklonia radiata",8
"812331561","Maria Island","MIR-S3","Painted Cliffs",-42.59211,148.05035,"2018","Ecklonia radiata",35.2
"812331562","Maria Island","MIR-S3","Painted Cliffs",-42.59211,148.05035,"2018","Ecklonia radiata",0
"812331563","Maria Island","MIR-S3","Painted Cliffs",-42.59211,148.05035,"2018","Ecklonia radiata",4
"812331564","Maria Island","MIR-S3","Painted Cliffs",-42.59211,148.05035,"2018","Ecklonia radiata",13.6
"812331571","Maria Island","MIR-S7","Magistrates Point North",-42.58268,148.0546,"2018","Ecklonia radiata",30.4
"812331572","Maria Island","MIR-S7","Magistrates Point North",-42.58268,148.0546,"2018","Ecklonia radiata",23.6
"812331573","Maria Island","MIR-S7","Magistrates Point North",-42.58268,148.0546,"2018","Ecklonia radiata",37.2
"812331574","Maria Island","MIR-S7","Magistrates Point North",-42.58268,148.0546,"2018","Ecklonia radiata",20
"812331591","Maria Island","MIR-S13","Point Holme Lookout",-42.55305,147.94814,"2018","Ecklonia radiata",33.2
"812331592","Maria Island","MIR-S13","Point Holme Lookout",-42.55305,147.94814,"2018","Ecklonia radiata",0
"812331593","Maria Island","MIR-S13","Point Holme Lookout",-42.55305,147.94814,"2018","Ecklonia radiata",11.6
"812331594","Maria Island","MIR-S13","Point Holme Lookout",-42.55305,147.94814,"2018","Ecklonia radiata",1.6
"812331601","Maria Island","MIR-S12","Okehampton Bay",-42.52398,147.96925,"2018","Ecklonia radiata",0
"812331602","Maria Island","MIR-S12","Okehampton Bay",-42.52398,147.96925,"2018","Ecklonia radiata",0
"812331603","Maria Island","MIR-S12","Okehampton Bay",-42.52398,147.96925,"2018","Ecklonia radiata",9.6
"812331604","Maria Island","MIR-S12","Okehampton Bay",-42.52398,147.96925,"2018","Ecklonia radiata",32
"812331611","Maria Island","MIR-S9","Point Leseuer",-42.66082,148.00697,"2018","Ecklonia radiata",0.4
"812331612","Maria Island","MIR-S9","Point Leseuer",-42.66082,148.00697,"2018","Ecklonia radiata",5.6
"812331613","Maria Island","MIR-S9","Point Leseuer",-42.66082,148.00697,"2018","Ecklonia radiata",0
"812331614","Maria Island","MIR-S9","Point Leseuer",-42.66082,148.00697,"2018","Ecklonia radiata",1.6
"812331621","Maria Island","MIR-S5","Return Point",-42.62899,148.02431,"2018","Ecklonia radiata",26
"812331622","Maria Island","MIR-S5","Return Point",-42.62899,148.02431,"2018","Ecklonia radiata",16
"812331623","Maria Island","MIR-S5","Return Point",-42.62899,148.02431,"2018","Ecklonia radiata",37.2
"812331624","Maria Island","MIR-S5","Return Point",-42.62899,148.02431,"2018","Ecklonia radiata",3.2
"812331631","Maria Island","MIR-S14","Spring Beach",-42.58359,147.91566,"2018","Ecklonia radiata",15.6
"812331632","Maria Island","MIR-S14","Spring Beach",-42.58359,147.91566,"2018","Ecklonia radiata",20
"812331633","Maria Island","MIR-S14","Spring Beach",-42.58359,147.91566,"2018","Ecklonia radiata",11.6
"812331634","Maria Island","MIR-S14","Spring Beach",-42.58359,147.91566,"2018","Ecklonia radiata",26.8
"912352768","Maria Island","MIR-S10","Green Bluff",-42.72014,148.01146,"2019","Ecklonia radiata",98
"912352769","Maria Island","MIR-S10","Green Bluff",-42.72014,148.01146,"2019","Ecklonia radiata",68.4
"912352770","Maria Island","MIR-S10","Green Bluff",-42.72014,148.01146,"2019","Ecklonia radiata",68.8
"912352771","Maria Island","MIR-S10","Green Bluff",-42.72014,148.01146,"2019","Ecklonia radiata",59.2
"912352772","Maria Island","MIR-S2","Painted Cliffs South (Four Mile Reef)",-42.6025,148.04628,"2019","Ecklonia radiata",12
"912352773","Maria Island","MIR-S2","Painted Cliffs South (Four Mile Reef)",-42.6025,148.04628,"2019","Ecklonia radiata",56.4
"912352774","Maria Island","MIR-S2","Painted Cliffs South (Four Mile Reef)",-42.6025,148.04628,"2019","Ecklonia radiata",12.4
"912352775","Maria Island","MIR-S2","Painted Cliffs South (Four Mile Reef)",-42.6025,148.04628,"2019","Ecklonia radiata",13.2
"912352776","Maria Island","MIR-S5","Return Point",-42.62899,148.02431,"2019","Ecklonia radiata",11.2
"912352777","Maria Island","MIR-S5","Return Point",-42.62899,148.02431,"2019","Ecklonia radiata",3.6
"912352778","Maria Island","MIR-S5","Return Point",-42.62899,148.02431,"2019","Ecklonia radiata",42.8
"912352779","Maria Island","MIR-S5","Return Point",-42.62899,148.02431,"2019","Ecklonia radiata",38
"912352780","Maria Island","MIR-S3","Painted Cliffs",-42.59211,148.05035,"2019","Ecklonia radiata",13.6
"912352781","Maria Island","MIR-S3","Painted Cliffs",-42.59211,148.05035,"2019","Ecklonia radiata",1.2
"912352782","Maria Island","MIR-S3","Painted Cliffs",-42.59211,148.05035,"2019","Ecklonia radiata",0
"912352783","Maria Island","MIR-S3","Painted Cliffs",-42.59211,148.05035,"2019","Ecklonia radiata",8
"912352784","Maria Island","MIR-S14","Spring Beach",-42.58359,147.91566,"2019","Ecklonia radiata",22.8
"912352785","Maria Island","MIR-S14","Spring Beach",-42.58359,147.91566,"2019","Ecklonia radiata",12.8
"912352786","Maria Island","MIR-S14","Spring Beach",-42.58359,147.91566,"2019","Ecklonia radiata",43.6
"912352787","Maria Island","MIR-S14","Spring Beach",-42.58359,147.91566,"2019","Ecklonia radiata",23.6
"912352788","Maria Island","MIR-S12","Okehampton Bay",-42.52398,147.96925,"2019","Ecklonia radiata",0
"912352789","Maria Island","MIR-S12","Okehampton Bay",-42.52398,147.96925,"2019","Ecklonia radiata",0
"912352790","Maria Island","MIR-S12","Okehampton Bay",-42.52398,147.96925,"2019","Ecklonia radiata",17.6
"912352791","Maria Island","MIR-S12","Okehampton Bay",-42.52398,147.96925,"2019","Ecklonia radiata",11.6
"912352792","Maria Island","MIR-S1","Darlington North",-42.57658,148.06207,"2019","Ecklonia radiata",14.4
"912352793","Maria Island","MIR-S1","Darlington North",-42.57658,148.06207,"2019","Ecklonia radiata",36
"912352794","Maria Island","MIR-S1","Darlington North",-42.57658,148.06207,"2019","Ecklonia radiata",11.6
"912352795","Maria Island","MIR-S1","Darlington North",-42.57658,148.06207,"2019","Ecklonia radiata",37.6
"912352796","Maria Island","MIR-S8","Magistrates Point South",-42.58626,148.0519,"2019","Ecklonia radiata",54.4
"912352797","Maria Island","MIR-S8","Magistrates Point South",-42.58626,148.0519,"2019","Ecklonia radiata",2.8
"912352798","Maria Island","MIR-S8","Magistrates Point South",-42.58626,148.0519,"2019","Ecklonia radiata",31.2
"912352799","Maria Island","MIR-S8","Magistrates Point South",-42.58626,148.0519,"2019","Ecklonia radiata",52.8
"912352800","Maria Island","MIR-S11","Ile du Nord",-42.5623,148.06735,"2019","Ecklonia radiata",46.8
"912352801","Maria Island","MIR-S11","Ile du Nord",-42.5623,148.06735,"2019","Ecklonia radiata",24.8
"912352802","Maria Island","MIR-S11","Ile du Nord",-42.5623,148.06735,"2019","Ecklonia radiata",35.2
"912352803","Maria Island","MIR-S11","Ile du Nord",-42.5623,148.06735,"2019","Ecklonia radiata",17.6
"912352804","Maria Island","MIR-S7","Magistrates Point North",-42.58268,148.0546,"2019","Ecklonia radiata",28
"912352805","Maria Island","MIR-S7","Magistrates Point North",-42.58268,148.0546,"2019","Ecklonia radiata",78
"912352806","Maria Island","MIR-S7","Magistrates Point North",-42.58268,148.0546,"2019","Ecklonia radiata",75.6
"912352807","Maria Island","MIR-S9","Point Leseuer",-42.66082,148.00697,"2019","Ecklonia radiata",2
"912352808","Maria Island","MIR-S9","Point Leseuer",-42.66082,148.00697,"2019","Ecklonia radiata",2.4
"912352809","Maria Island","MIR-S9","Point Leseuer",-42.66082,148.00697,"2019","Ecklonia radiata",3.2
"912352810","Maria Island","MIR-S9","Point Leseuer",-42.66082,148.00697,"2019","Ecklonia radiata",3.2
"912352811","Maria Island","MIR-S13","Point Holme Lookout",-42.55305,147.94814,"2019","Ecklonia radiata",12
"912352812","Maria Island","MIR-S13","Point Holme Lookout",-42.55305,147.94814,"2019","Ecklonia radiata",0
"912352813","Maria Island","MIR-S13","Point Holme Lookout",-42.55305,147.94814,"2019","Ecklonia radiata",0
"912352814","Maria Island","MIR-S13","Point Holme Lookout",-42.55305,147.94814,"2019","Ecklonia radiata",0
"912352815","Maria Island","MIR-S7","Magistrates Point North",-42.58268,148.0546,"2019","Ecklonia radiata",30.4
"912353713","Maria Island","MIR-S1","Darlington North",-42.57658,148.06207,"2020","Ecklonia radiata",43.2
"912353714","Maria Island","MIR-S1","Darlington North",-42.57658,148.06207,"2020","Ecklonia radiata",30.4
"912353715","Maria Island","MIR-S1","Darlington North",-42.57658,148.06207,"2020","Ecklonia radiata",31.2
"912353716","Maria Island","MIR-S1","Darlington North",-42.57658,148.06207,"2020","Ecklonia radiata",38.8
"912353717","Maria Island","MIR-S11","Ile du Nord",-42.5623,148.06735,"2020","Ecklonia radiata",21.6
"912353718","Maria Island","MIR-S11","Ile du Nord",-42.5623,148.06735,"2020","Ecklonia radiata",55.2
"912353719","Maria Island","MIR-S11","Ile du Nord",-42.5623,148.06735,"2020","Ecklonia radiata",41.6
"912353720","Maria Island","MIR-S11","Ile du Nord",-42.5623,148.06735,"2020","Ecklonia radiata",32.8
"912353721","Maria Island","MIR-S8","Magistrates Point South",-42.58626,148.0519,"2020","Ecklonia radiata",77.2
"912353722","Maria Island","MIR-S8","Magistrates Point South",-42.58626,148.0519,"2020","Ecklonia radiata",47.6
"912353723","Maria Island","MIR-S8","Magistrates Point South",-42.58626,148.0519,"2020","Ecklonia radiata",20.8
"912353724","Maria Island","MIR-S8","Magistrates Point South",-42.58626,148.0519,"2020","Ecklonia radiata",65.6
"912353725","Maria Island","MIR-S2","Painted Cliffs South (Four Mile Reef)",-42.6025,148.04628,"2020","Ecklonia radiata",20.8
"912353726","Maria Island","MIR-S2","Painted Cliffs South (Four Mile Reef)",-42.6025,148.04628,"2020","Ecklonia radiata",26.4
"912353727","Maria Island","MIR-S2","Painted Cliffs South (Four Mile Reef)",-42.6025,148.04628,"2020","Ecklonia radiata",9.6
"912353728","Maria Island","MIR-S2","Painted Cliffs South (Four Mile Reef)",-42.6025,148.04628,"2020","Ecklonia radiata",50.4
"912353729","Maria Island","MIR-S13","Point Holme Lookout",-42.55305,147.94814,"2020","Ecklonia radiata",2
"912353730","Maria Island","MIR-S13","Point Holme Lookout",-42.55305,147.94814,"2020","Ecklonia radiata",36.8
"912353731","Maria Island","MIR-S13","Point Holme Lookout",-42.55305,147.94814,"2020","Ecklonia radiata",0
"912353732","Maria Island","MIR-S13","Point Holme Lookout",-42.55305,147.94814,"2020","Ecklonia radiata",2.4
"912353733","Maria Island","MIR-S3","Painted Cliffs",-42.59211,148.05035,"2020","Ecklonia radiata",16
"912353734","Maria Island","MIR-S3","Painted Cliffs",-42.59211,148.05035,"2020","Ecklonia radiata",31.2
"912353735","Maria Island","MIR-S3","Painted Cliffs",-42.59211,148.05035,"2020","Ecklonia radiata",24.4
"912353736","Maria Island","MIR-S3","Painted Cliffs",-42.59211,148.05035,"2020","Ecklonia radiata",19.2
"912353737","Maria Island","MIR-S7","Magistrates Point North",-42.58268,148.0546,"2020","Ecklonia radiata",79.6
"912353738","Maria Island","MIR-S7","Magistrates Point North",-42.58268,148.0546,"2020","Ecklonia radiata",66.4
"912353739","Maria Island","MIR-S7","Magistrates Point North",-42.58268,148.0546,"2020","Ecklonia radiata",10.4
"912353740","Maria Island","MIR-S7","Magistrates Point North",-42.58268,148.0546,"2020","Ecklonia radiata",12
"912353741","Maria Island","MIR-S5","Return Point",-42.62899,148.02431,"2020","Ecklonia radiata",46
"912353742","Maria Island","MIR-S5","Return Point",-42.62899,148.02431,"2020","Ecklonia radiata",29.2
"912353743","Maria Island","MIR-S5","Return Point",-42.62899,148.02431,"2020","Ecklonia radiata",15.2
"912353744","Maria Island","MIR-S5","Return Point",-42.62899,148.02431,"2020","Ecklonia radiata",26
"912353745","Maria Island","MIR-S9","Point Leseuer",-42.66082,148.00697,"2020","Ecklonia radiata",9.6
"912353746","Maria Island","MIR-S9","Point Leseuer",-42.66082,148.00697,"2020","Ecklonia radiata",4
"912353747","Maria Island","MIR-S9","Point Leseuer",-42.66082,148.00697,"2020","Ecklonia radiata",1.2
"912353748","Maria Island","MIR-S9","Point Leseuer",-42.66082,148.00697,"2020","Ecklonia radiata",0
"912353749","Maria Island","MIR-S12","Okehampton Bay",-42.52398,147.96925,"2020","Ecklonia radiata",0
"912353750","Maria Island","MIR-S12","Okehampton Bay",-42.52398,147.96925,"2020","Ecklonia radiata",1.2
"912353751","Maria Island","MIR-S12","Okehampton Bay",-42.52398,147.96925,"2020","Ecklonia radiata",7.2
"912353752","Maria Island","MIR-S12","Okehampton Bay",-42.52398,147.96925,"2020","Ecklonia radiata",45.2
"912353753","Maria Island","MIR-S10","Green Bluff",-42.72014,148.01146,"2020","Ecklonia radiata",40
"912353754","Maria Island","MIR-S10","Green Bluff",-42.72014,148.01146,"2020","Ecklonia radiata",73.2
"912353755","Maria Island","MIR-S10","Green Bluff",-42.72014,148.01146,"2020","Ecklonia radiata",48
"912353756","Maria Island","MIR-S10","Green Bluff",-42.72014,148.01146,"2020","Ecklonia radiata",64
"912353757","Maria Island","MIR-S14","Spring Beach",-42.58359,147.91566,"2020","Ecklonia radiata",21.6
"912353758","Maria Island","MIR-S14","Spring Beach",-42.58359,147.91566,"2020","Ecklonia radiata",54.4
"912353759","Maria Island","MIR-S14","Spring Beach",-42.58359,147.91566,"2020","Ecklonia radiata",26
"912353760","Maria Island","MIR-S14","Spring Beach",-42.58359,147.91566,"2020","Ecklonia radiata",40
"923400711","Maria Island","MIR-S1","Darlington North",-42.57658,148.06207,"2021","Ecklonia radiata",15.2
"923400712","Maria Island","MIR-S1","Darlington North",-42.57658,148.06207,"2021","Ecklonia radiata",35.2
"923400713","Maria Island","MIR-S1","Darlington North",-42.57658,148.06207,"2021","Ecklonia radiata",25.6
"923400714","Maria Island","MIR-S12","Okehampton Bay",-42.52398,147.96925,"2021","Ecklonia radiata",30.4
"923400715","Maria Island","MIR-S11","Ile du Nord",-42.5623,148.06735,"2021","Ecklonia radiata",62
"923400716","Maria Island","MIR-S1","Darlington North",-42.57658,148.06207,"2021","Ecklonia radiata",55.2
"923400717","Maria Island","MIR-S12","Okehampton Bay",-42.52398,147.96925,"2021","Ecklonia radiata",28
"923400718","Maria Island","MIR-S12","Okehampton Bay",-42.52398,147.96925,"2021","Ecklonia radiata",0
"923400719","Maria Island","MIR-S7","Magistrates Point North",-42.58268,148.0546,"2021","Ecklonia radiata",27.6
"923400720","Maria Island","MIR-S12","Okehampton Bay",-42.52398,147.96925,"2021","Ecklonia radiata",0
"923400721","Maria Island","MIR-S7","Magistrates Point North",-42.58268,148.0546,"2021","Ecklonia radiata",26.8
"923400722","Maria Island","MIR-S7","Magistrates Point North",-42.58268,148.0546,"2021","Ecklonia radiata",23.6
"923400723","Maria Island","MIR-S7","Magistrates Point North",-42.58268,148.0546,"2021","Ecklonia radiata",4
"923400724","Maria Island","MIR-S2","Painted Cliffs South (Four Mile Reef)",-42.6025,148.04628,"2021","Ecklonia radiata",43.6
"923400725","Maria Island","MIR-S11","Ile du Nord",-42.5623,148.06735,"2021","Ecklonia radiata",73.6
"923400726","Maria Island","MIR-S2","Painted Cliffs South (Four Mile Reef)",-42.6025,148.04628,"2021","Ecklonia radiata",57.6
"923400727","Maria Island","MIR-S11","Ile du Nord",-42.5623,148.06735,"2021","Ecklonia radiata",21.2
"923400728","Maria Island","MIR-S2","Painted Cliffs South (Four Mile Reef)",-42.6025,148.04628,"2021","Ecklonia radiata",59.2
"923400729","Maria Island","MIR-S11","Ile du Nord",-42.5623,148.06735,"2021","Ecklonia radiata",30
"923400730","Maria Island","MIR-S2","Painted Cliffs South (Four Mile Reef)",-42.6025,148.04628,"2021","Ecklonia radiata",22
"923400731","Maria Island","MIR-S13","Point Holme Lookout",-42.55305,147.94814,"2021","Ecklonia radiata",36.8
"923400732","Maria Island","MIR-S13","Point Holme Lookout",-42.55305,147.94814,"2021","Ecklonia radiata",5.6
"923400733","Maria Island","MIR-S13","Point Holme Lookout",-42.55305,147.94814,"2021","Ecklonia radiata",12
"923400734","Maria Island","MIR-S5","Return Point",-42.62899,148.02431,"2021","Ecklonia radiata",46
"923400735","Maria Island","MIR-S5","Return Point",-42.62899,148.02431,"2021","Ecklonia radiata",18
"923400736","Maria Island","MIR-S3","Painted Cliffs",-42.59211,148.05035,"2021","Ecklonia radiata",10
"923400737","Maria Island","MIR-S3","Painted Cliffs",-42.59211,148.05035,"2021","Ecklonia radiata",0
"923400738","Maria Island","MIR-S3","Painted Cliffs",-42.59211,148.05035,"2021","Ecklonia radiata",0
"923400739","Maria Island","MIR-S13","Point Holme Lookout",-42.55305,147.94814,"2021","Ecklonia radiata",16
"923400740","Maria Island","MIR-S3","Painted Cliffs",-42.59211,148.05035,"2021","Ecklonia radiata",34
"923400741","Maria Island","MIR-S14","Spring Beach",-42.58359,147.91566,"2021","Ecklonia radiata",42
"923400742","Maria Island","MIR-S14","Spring Beach",-42.58359,147.91566,"2021","Ecklonia radiata",24
"923400743","Maria Island","MIR-S14","Spring Beach",-42.58359,147.91566,"2021","Ecklonia radiata",25.2
"923400744","Maria Island","MIR-S8","Magistrates Point South",-42.58626,148.0519,"2021","Ecklonia radiata",36.4
"923400745","Maria Island","MIR-S14","Spring Beach",-42.58359,147.91566,"2021","Ecklonia radiata",22.8
"923400746","Maria Island","MIR-S5","Return Point",-42.62899,148.02431,"2021","Ecklonia radiata",51.6
"923400747","Maria Island","MIR-S5","Return Point",-42.62899,148.02431,"2021","Ecklonia radiata",54.4
"923400748","Maria Island","MIR-S8","Magistrates Point South",-42.58626,148.0519,"2021","Ecklonia radiata",27.6
"923400749","Maria Island","MIR-S8","Magistrates Point South",-42.58626,148.0519,"2021","Ecklonia radiata",8
"923400750","Maria Island","MIR-S8","Magistrates Point South",-42.58626,148.0519,"2021","Ecklonia radiata",11.6
"923400751","Maria Island","MIR-S10","Green Bluff",-42.72014,148.01146,"2021","Ecklonia radiata",34
"923400752","Maria Island","MIR-S10","Green Bluff",-42.72014,148.01146,"2021","Ecklonia radiata",24
"923400753","Maria Island","MIR-S10","Green Bluff",-42.72014,148.01146,"2021","Ecklonia radiata",37.6
"923400754","Maria Island","MIR-S9","Point Leseuer",-42.66082,148.00697,"2021","Ecklonia radiata",0
"923400755","Maria Island","MIR-S9","Point Leseuer",-42.66082,148.00697,"2021","Ecklonia radiata",0.4
"923400756","Maria Island","MIR-S9","Point Leseuer",-42.66082,148.00697,"2021","Ecklonia radiata",11.2
"923400757","Maria Island","MIR-S9","Point Leseuer",-42.66082,148.00697,"2021","Ecklonia radiata",2
"923400758","Maria Island","MIR-S10","Green Bluff",-42.72014,148.01146,"2021","Ecklonia radiata",24.8
"923401644","Maria Island","MIR-S11","Ile du Nord",-42.5623,148.06735,"2022","Ecklonia radiata",23.2
"923401645","Maria Island","MIR-S14","Spring Beach",-42.58359,147.91566,"2022","Ecklonia radiata",18.4
"923401646","Maria Island","MIR-S10","Green Bluff",-42.72014,148.01146,"2022","Ecklonia radiata",22
"923401647","Maria Island","MIR-S5","Return Point",-42.62899,148.02431,"2022","Ecklonia radiata",50
"923401648","Maria Island","MIR-S11","Ile du Nord",-42.5623,148.06735,"2022","Ecklonia radiata",41.6
"923401649","Maria Island","MIR-S1","Darlington North",-42.57658,148.06207,"2022","Ecklonia radiata",44.4
"923401650","Maria Island","MIR-S5","Return Point",-42.62899,148.02431,"2022","Ecklonia radiata",31.6
"923401651","Maria Island","MIR-S1","Darlington North",-42.57658,148.06207,"2022","Ecklonia radiata",62
