location,site_code,site_name,survey_year,taxon,survey_mean,survey_datetime,survey_change,summer_temp_max,summer_dhd50_max,summer_inten_max,summer_dtdt_max
Maria Island,MIR-S12,Okehampton Bay,2009,Ecklonia radiata,7.6,1/01/2009 0:00,-3.73333333,16.09499931,0.038845062,0.038845062,0.109149933
Maria Island,MIR-S12,Okehampton Bay,2010,Ecklonia radiata,9.6,1/01/2010 0:00,2,17.61625862,74.96413422,2.178844452,0.136800006
Maria Island,MIR-S12,Okehampton Bay,2011,Ecklonia radiata,19.73333333,1/01/2011 0:00,10.13333333,16.15556335,3.032669067,0.533845901,0.167199999
Maria Island,MIR-S12,Okehampton Bay,2012,Ecklonia radiata,5.2,1/01/2012 0:00,-14.53333333,17.42203903,54.2748909,1.633844376,0.102399826
Maria Island,MIR-S12,Okehampton Bay,2013,Ecklonia radiata,17.4,1/01/2013 0:00,12.2,16.59927177,7.050357819,1.038845062,0.078999899
Maria Island,MIR-S12,Okehampton Bay,2014,Ecklonia radiata,10.66666667,1/01/2014 0:00,-6.73333333,16.72817802,14.31956482,1.108844757,0.113949873
Maria Island,MIR-S12,Okehampton Bay,2015,Ecklonia radiata,22.26666667,1/01/2015 0:00,11.6,17.02585983,19.53147888,1.293844223,0.157200053
Maria Island,MIR-S12,Okehampton Bay,2016,Ecklonia radiata,28.4,1/01/2016 0:00,6.13333333,18.6449337,180.5451965,3.258844376,0.16245003
Maria Island,MIR-S12,Okehampton Bay,2017,Ecklonia radiata,12.93333333,1/01/2017 0:00,-15.46666667,17.10817909,47.79990768,1.973844528,0.157550052
Maria Island,MIR-S12,Okehampton Bay,2018,Ecklonia radiata,20.8,1/01/2018 0:00,7.86666667,17.77923775,75.62332153,2.133844376,0.137599945
Maria Island,MIR-S12,Okehampton Bay,2019,Ecklonia radiata,14.6,1/01/2019 0:00,-6.2,17.33725166,39.68375397,1.463844299,0.08220005
Maria Island,MIR-S12,Okehampton Bay,2020,Ecklonia radiata,17.86666667,1/01/2020 0:00,3.26666667,16.44078827,0.584604263,0.143844604,0.138550088
Maria Island,MIR-S12,Okehampton Bay,2021,Ecklonia radiata,29.2,1/01/2021 0:00,11.33333333,17.48126602,58.86371994,1.373844147,0.145299911
Maria Island,MIR-S12,Okehampton Bay,2022,Ecklonia radiata,9.6,1/01/2022 0:00,-19.6,17.54033089,55.52103424,1.57884407,0.10695
Maria Island,MIR-S12,Okehampton Bay,2023,Ecklonia radiata,16.9,1/01/2023 0:00,7.3,17.07311249,28.54451942,1.09384346,0.14564991
Maria Island,MIR-S3,Painted Cliffs,1993,Ecklonia radiata,0.8,1/01/1993 0:00,-8.6,16.24304581,0.178844452,0.178844452,0.102900028
Maria Island,MIR-S3,Painted Cliffs,1995,Ecklonia radiata,11.2,1/01/1995 0:00,10.4,16.1458931,4.116518021,0.773843765,0.160099983
Maria Island,MIR-S3,Painted Cliffs,1996,Ecklonia radiata,12,1/01/1996 0:00,0.8,15.00914478,0,-1.071155548,0.14485006
Maria Island,MIR-S3,Painted Cliffs,1997,Ecklonia radiata,6.266666667,1/01/1997 0:00,-5.733333333,15.39297962,0.835380554,0.438844681,0.113650128
Maria Island,MIR-S3,Painted Cliffs,1998,Ecklonia radiata,7.733333333,1/01/1998 0:00,1.466666666,16.24480057,2.49729538,0.543844223,0.126849934
Maria Island,MIR-S3,Painted Cliffs,1999,Ecklonia radiata,17.2,1/01/1999 0:00,9.466666667,16.67354202,16.80919266,1.133844376,0.112899974
Maria Island,MIR-S3,Painted Cliffs,2000,Ecklonia radiata,26.2,1/01/2000 0:00,9,16.77236748,4.716503143,0.368844986,0.094100192
Maria Island,MIR-S3,Painted Cliffs,2001,Ecklonia radiata,3.8,1/01/2001 0:00,-22.4,17.43049622,50.16144943,1.473844528,0.099699974
Maria Island,MIR-S3,Painted Cliffs,2006,Ecklonia radiata,4,1/01/2006 0:00,-0.8,16.46211815,13.3211174,1.513845444,0.108849905
Maria Island,MIR-S3,Painted Cliffs,2007,Ecklonia radiata,9.9,1/01/2007 0:00,5.9,17.16844368,39.99489594,2.408843994,0.128999993
Maria Island,MIR-S3,Painted Cliffs,2008,Ecklonia radiata,14.4,1/01/2008 0:00,4.5,16.80592155,18.40959167,1.873844147,0.15625
Maria Island,MIR-S3,Painted Cliffs,2009,Ecklonia radiata,6,1/01/2009 0:00,-8.4,16.09499931,0.038845062,0.038845062,0.109149933
Maria Island,MIR-S3,Painted Cliffs,2010,Ecklonia radiata,8.8,1/01/2010 0:00,2.8,17.61625862,74.96413422,2.178844452,0.136800006
Maria Island,MIR-S3,Painted Cliffs,2011,Ecklonia radiata,2.4,1/01/2011 0:00,-6.4,16.15556335,3.032669067,0.533845901,0.167199999
Maria Island,MIR-S3,Painted Cliffs,2012,Ecklonia radiata,10.26666667,1/01/2012 0:00,7.86666667,17.42203903,54.2748909,1.633844376,0.102399826
Maria Island,MIR-S3,Painted Cliffs,2013,Ecklonia radiata,9.2,1/01/2013 0:00,-1.06666667,16.59927177,7.050357819,1.038845062,0.078999899
Maria Island,MIR-S3,Painted Cliffs,2014,Ecklonia radiata,7.4,1/01/2014 0:00,-1.8,16.72817802,14.31956482,1.108844757,0.113949873
Maria Island,MIR-S3,Painted Cliffs,2015,Ecklonia radiata,21.6,1/01/2015 0:00,14.2,17.02585983,19.53147888,1.293844223,0.157200053
Maria Island,MIR-S3,Painted Cliffs,2016,Ecklonia radiata,14,1/01/2016 0:00,-7.6,18.6449337,180.5451965,3.258844376,0.16245003
Maria Island,MIR-S3,Painted Cliffs,2017,Ecklonia radiata,2.8,1/01/2017 0:00,-11.2,17.10817909,47.79990768,1.973844528,0.157550052
Maria Island,MIR-S3,Painted Cliffs,2018,Ecklonia radiata,17.6,1/01/2018 0:00,14.8,17.77923775,75.62332153,2.133844376,0.137599945
Maria Island,MIR-S3,Painted Cliffs,2019,Ecklonia radiata,7.6,1/01/2019 0:00,-10,17.33725166,39.68375397,1.463844299,0.08220005
Maria Island,MIR-S3,Painted Cliffs,2020,Ecklonia radiata,22.7,1/01/2020 0:00,15.1,16.44078827,0.584604263,0.143844604,0.138550088
Maria Island,MIR-S3,Painted Cliffs,2021,Ecklonia radiata,22,1/01/2021 0:00,-0.7,17.48126602,58.86371994,1.373844147,0.145299911
Maria Island,MIR-S3,Painted Cliffs,2022,Ecklonia radiata,7,1/01/2022 0:00,-15,17.54033089,55.52103424,1.57884407,0.10695
Maria Island,MIR-S3,Painted Cliffs,2023,Ecklonia radiata,11.7,1/01/2023 0:00,4.7,17.07311249,28.54451942,1.09384346,0.14564991
Maria Island,MIR-S2,Painted Cliffs South (Four Mile Reef),1996,Ecklonia radiata,25.9,1/01/1996 0:00,9.8,15.00914478,0,-1.071155548,0.14485006
Maria Island,MIR-S2,Painted Cliffs South (Four Mile Reef),1997,Ecklonia radiata,31.2,1/01/1997 0:00,5.3,15.39297962,0.835380554,0.438844681,0.113650128
Maria Island,MIR-S2,Painted Cliffs South (Four Mile Reef),1998,Ecklonia radiata,20.3,1/01/1998 0:00,-10.9,16.24480057,2.49729538,0.543844223,0.126849934
Maria Island,MIR-S2,Painted Cliffs South (Four Mile Reef),1999,Ecklonia radiata,23.2,1/01/1999 0:00,2.9,16.67354202,16.80919266,1.133844376,0.112899974
Maria Island,MIR-S2,Painted Cliffs South (Four Mile Reef),2000,Ecklonia radiata,26,1/01/2000 0:00,2.8,16.77236748,4.716503143,0.368844986,0.094100192
Maria Island,MIR-S2,Painted Cliffs South (Four Mile Reef),2001,Ecklonia radiata,16,1/01/2001 0:00,-10,17.43049622,50.16144943,1.473844528,0.099699974
Maria Island,MIR-S2,Painted Cliffs South (Four Mile Reef),2006,Ecklonia radiata,14.3,1/01/2006 0:00,-11.9,16.46211815,13.3211174,1.513845444,0.108849905
Maria Island,MIR-S2,Painted Cliffs South (Four Mile Reef),2007,Ecklonia radiata,20,1/01/2007 0:00,5.7,17.16844368,39.99489594,2.408843994,0.128999993
Maria Island,MIR-S2,Painted Cliffs South (Four Mile Reef),2008,Ecklonia radiata,9.2,1/01/2008 0:00,-10.8,16.80592155,18.40959167,1.873844147,0.15625
Maria Island,MIR-S2,Painted Cliffs South (Four Mile Reef),2009,Ecklonia radiata,32.5,1/01/2009 0:00,23.3,16.09499931,0.038845062,0.038845062,0.109149933
Maria Island,MIR-S2,Painted Cliffs South (Four Mile Reef),2010,Ecklonia radiata,28.6,1/01/2010 0:00,-3.9,17.61625862,74.96413422,2.178844452,0.136800006
Maria Island,MIR-S2,Painted Cliffs South (Four Mile Reef),2011,Ecklonia radiata,41.6,1/01/2011 0:00,13,16.15556335,3.032669067,0.533845901,0.167199999
Maria Island,MIR-S2,Painted Cliffs South (Four Mile Reef),2012,Ecklonia radiata,36.5,1/01/2012 0:00,-5.1,17.42203903,54.2748909,1.633844376,0.102399826
Maria Island,MIR-S2,Painted Cliffs South (Four Mile Reef),2013,Ecklonia radiata,46.1,1/01/2013 0:00,9.6,16.59927177,7.050357819,1.038845062,0.078999899
Maria Island,MIR-S2,Painted Cliffs South (Four Mile Reef),2014,Ecklonia radiata,31.2,1/01/2014 0:00,-14.9,16.72817802,14.31956482,1.108844757,0.113949873
Maria Island,MIR-S2,Painted Cliffs South (Four Mile Reef),2015,Ecklonia radiata,22.5,1/01/2015 0:00,-8.7,17.02585983,19.53147888,1.293844223,0.157200053
Maria Island,MIR-S2,Painted Cliffs South (Four Mile Reef),2016,Ecklonia radiata,35.3,1/01/2016 0:00,12.8,18.6449337,180.5451965,3.258844376,0.16245003
Maria Island,MIR-S2,Painted Cliffs South (Four Mile Reef),2017,Ecklonia radiata,28.6,1/01/2017 0:00,-6.7,17.10817909,47.79990768,1.973844528,0.157550052
Maria Island,MIR-S2,Painted Cliffs South (Four Mile Reef),2018,Ecklonia radiata,15.2,1/01/2018 0:00,-13.4,17.77923775,75.62332153,2.133844376,0.137599945
Maria Island,MIR-S2,Painted Cliffs South (Four Mile Reef),2019,Ecklonia radiata,23.5,1/01/2019 0:00,8.3,17.33725166,39.68375397,1.463844299,0.08220005
Maria Island,MIR-S2,Painted Cliffs South (Four Mile Reef),2020,Ecklonia radiata,26.8,1/01/2020 0:00,3.3,16.44078827,0.584604263,0.143844604,0.138550088
Maria Island,MIR-S2,Painted Cliffs South (Four Mile Reef),2021,Ecklonia radiata,45.6,1/01/2021 0:00,18.8,17.48126602,58.86371994,1.373844147,0.145299911
Maria Island,MIR-S2,Painted Cliffs South (Four Mile Reef),2022,Ecklonia radiata,31.9,1/01/2022 0:00,-13.7,17.54033089,55.52103424,1.57884407,0.10695
Maria Island,MIR-S2,Painted Cliffs South (Four Mile Reef),2023,Ecklonia radiata,30.5,1/01/2023 0:00,-1.4,17.07311249,28.54451942,1.09384346,0.14564991
Maria Island,MIR-S13,Point Holme Lookout,1996,Ecklonia radiata,21.9,1/01/1996 0:00,-2.6,15.00914478,0,-1.071155548,0.14485006
Maria Island,MIR-S13,Point Holme Lookout,1997,Ecklonia radiata,37.1,1/01/1997 0:00,15.2,15.39297962,0.835380554,0.438844681,0.113650128
Maria Island,MIR-S13,Point Holme Lookout,1998,Ecklonia radiata,30.7,1/01/1998 0:00,-6.4,16.24480057,2.49729538,0.543844223,0.126849934
Maria Island,MIR-S13,Point Holme Lookout,1999,Ecklonia radiata,34,1/01/1999 0:00,3.3,16.67354202,16.80919266,1.133844376,0.112899974
Maria Island,MIR-S13,Point Holme Lookout,2000,Ecklonia radiata,25.4,1/01/2000 0:00,-8.6,16.77236748,4.716503143,0.368844986,0.094100192
Maria Island,MIR-S13,Point Holme Lookout,2001,Ecklonia radiata,16.2,1/01/2001 0:00,-9.2,17.43049622,50.16144943,1.473844528,0.099699974
Maria Island,MIR-S13,Point Holme Lookout,2006,Ecklonia radiata,17.6,1/01/2006 0:00,4.8,16.46211815,13.3211174,1.513845444,0.108849905
Maria Island,MIR-S13,Point Holme Lookout,2007,Ecklonia radiata,4,1/01/2007 0:00,-13.6,17.16844368,39.99489594,2.408843994,0.128999993
Maria Island,MIR-S13,Point Holme Lookout,2008,Ecklonia radiata,4,1/01/2008 0:00,0,16.80592155,18.40959167,1.873844147,0.15625
Maria Island,MIR-S13,Point Holme Lookout,2009,Ecklonia radiata,19.2,1/01/2009 0:00,15.2,16.09499931,0.038845062,0.038845062,0.109149933
Maria Island,MIR-S13,Point Holme Lookout,2010,Ecklonia radiata,6,1/01/2010 0:00,-13.2,17.61625862,74.96413422,2.178844452,0.136800006
Maria Island,MIR-S13,Point Holme Lookout,2012,Ecklonia radiata,8,1/01/2012 0:00,2,17.42203903,54.2748909,1.633844376,0.167199999
Maria Island,MIR-S13,Point Holme Lookout,2013,Ecklonia radiata,14.4,1/01/2013 0:00,6.4,16.59927177,7.050357819,1.038845062,0.078999899
Maria Island,MIR-S13,Point Holme Lookout,2014,Ecklonia radiata,11.06666667,1/01/2014 0:00,-3.33333333,16.72817802,14.31956482,1.108844757,0.113949873
Maria Island,MIR-S13,Point Holme Lookout,2015,Ecklonia radiata,13.33333333,1/01/2015 0:00,2.26666666,17.02585983,19.53147888,1.293844223,0.157200053
Maria Island,MIR-S13,Point Holme Lookout,2016,Ecklonia radiata,7.2,1/01/2016 0:00,-6.13333333,18.6449337,180.5451965,3.258844376,0.16245003
Maria Island,MIR-S13,Point Holme Lookout,2017,Ecklonia radiata,13.8,1/01/2017 0:00,6.6,17.10817909,47.79990768,1.973844528,0.157550052
Maria Island,MIR-S13,Point Holme Lookout,2018,Ecklonia radiata,15.46666667,1/01/2018 0:00,1.66666667,17.77923775,75.62332153,2.133844376,0.137599945
Maria Island,MIR-S13,Point Holme Lookout,2019,Ecklonia radiata,12,1/01/2019 0:00,-3.46666667,17.33725166,39.68375397,1.463844299,0.08220005
Maria Island,MIR-S13,Point Holme Lookout,2020,Ecklonia radiata,13.73333333,1/01/2020 0:00,1.73333333,16.44078827,0.584604263,0.143844604,0.138550088
Maria Island,MIR-S13,Point Holme Lookout,2021,Ecklonia radiata,17.6,1/01/2021 0:00,3.86666667,17.48126602,58.86371994,1.373844147,0.145299911
Maria Island,MIR-S13,Point Holme Lookout,2022,Ecklonia radiata,12,1/01/2022 0:00,-5.6,17.54033089,55.52103424,1.57884407,0.10695
Maria Island,MIR-S13,Point Holme Lookout,2023,Ecklonia radiata,4.7,1/01/2023 0:00,-7.3,17.07311249,28.54451942,1.09384346,0.14564991
Maria Island,MIR-S9,Point Leseuer,1993,Ecklonia radiata,20.4,1/01/1993 0:00,-17.4,16.24304581,0.178844452,0.178844452,0.102900028
Maria Island,MIR-S9,Point Leseuer,1995,Ecklonia radiata,19.2,1/01/1995 0:00,-1.2,16.1458931,4.116518021,0.773843765,0.160099983
Maria Island,MIR-S9,Point Leseuer,1996,Ecklonia radiata,8.2,1/01/1996 0:00,-11,15.00914478,0,-1.071155548,0.14485006
Maria Island,MIR-S9,Point Leseuer,1997,Ecklonia radiata,18.8,1/01/1997 0:00,10.6,15.39297962,0.835380554,0.438844681,0.113650128
Maria Island,MIR-S9,Point Leseuer,1998,Ecklonia radiata,4.266666667,1/01/1998 0:00,-14.53333333,16.24480057,2.49729538,0.543844223,0.126849934
Maria Island,MIR-S9,Point Leseuer,1999,Ecklonia radiata,21.46666667,1/01/1999 0:00,17.2,16.67354202,16.80919266,1.133844376,0.112899974
Maria Island,MIR-S9,Point Leseuer,2000,Ecklonia radiata,8.8,1/01/2000 0:00,-12.66666667,16.77236748,4.716503143,0.368844986,0.094100192
Maria Island,MIR-S9,Point Leseuer,2001,Ecklonia radiata,12.6,1/01/2001 0:00,3.8,17.43049622,50.16144943,1.473844528,0.099699974
Maria Island,MIR-S9,Point Leseuer,2006,Ecklonia radiata,4,1/01/2006 0:00,0,16.46211815,13.3211174,1.513845444,0.108849905
Maria Island,MIR-S9,Point Leseuer,2007,Ecklonia radiata,5.4,1/01/2007 0:00,1.4,17.16844368,39.99489594,2.408843994,0.128999993
Maria Island,MIR-S9,Point Leseuer,2008,Ecklonia radiata,8,1/01/2008 0:00,2.6,16.80592155,18.40959167,1.873844147,0.15625
Maria Island,MIR-S9,Point Leseuer,2009,Ecklonia radiata,4.8,1/01/2009 0:00,-3.2,16.09499931,0.038845062,0.038845062,0.109149933
Maria Island,MIR-S9,Point Leseuer,2010,Ecklonia radiata,2.4,1/01/2010 0:00,-2.4,17.61625862,74.96413422,2.178844452,0.136800006
Maria Island,MIR-S9,Point Leseuer,2011,Ecklonia radiata,2,1/01/2011 0:00,-0.4,16.15556335,3.032669067,0.533845901,0.167199999
Maria Island,MIR-S9,Point Leseuer,2012,Ecklonia radiata,3.2,1/01/2012 0:00,1.2,17.42203903,54.2748909,1.633844376,0.102399826
Maria Island,MIR-S9,Point Leseuer,2016,Ecklonia radiata,1.6,1/01/2016 0:00,-0.933333333,18.6449337,180.5451965,3.258844376,0.16245003
Maria Island,MIR-S9,Point Leseuer,2017,Ecklonia radiata,3.7,1/01/2017 0:00,2.1,17.10817909,47.79990768,1.973844528,0.157550052
Maria Island,MIR-S9,Point Leseuer,2018,Ecklonia radiata,2.533333333,1/01/2018 0:00,-1.166666667,17.77923775,75.62332153,2.133844376,0.137599945
Maria Island,MIR-S9,Point Leseuer,2019,Ecklonia radiata,2.7,1/01/2019 0:00,0.166666667,17.33725166,39.68375397,1.463844299,0.08220005
Maria Island,MIR-S9,Point Leseuer,2020,Ecklonia radiata,4.933333333,1/01/2020 0:00,2.233333333,16.44078827,0.584604263,0.143844604,0.138550088
Maria Island,MIR-S9,Point Leseuer,2021,Ecklonia radiata,4.533333333,1/01/2021 0:00,-0.4,17.48126602,58.86371994,1.373844147,0.145299911
Maria Island,MIR-S9,Point Leseuer,2022,Ecklonia radiata,9.3,1/01/2022 0:00,4.766666667,17.54033089,55.52103424,1.57884407,0.10695
Maria Island,MIR-S9,Point Leseuer,2023,Ecklonia radiata,14.2,1/01/2023 0:00,4.9,17.07311249,28.54451942,1.09384346,0.14564991
Maria Island,MIR-S5,Return Point,1997,Ecklonia radiata,43.1,1/01/1997 0:00,-0.4,15.39297962,0.835380554,0.438844681,0.113650128
Maria Island,MIR-S5,Return Point,1998,Ecklonia radiata,38.9,1/01/1998 0:00,-4.2,16.24480057,2.49729538,0.543844223,0.126849934
Maria Island,MIR-S5,Return Point,1999,Ecklonia radiata,37.5,1/01/1999 0:00,-1.4,16.67354202,16.80919266,1.133844376,0.112899974
Maria Island,MIR-S5,Return Point,2000,Ecklonia radiata,25.8,1/01/2000 0:00,-11.7,16.77236748,4.716503143,0.368844986,0.094100192
Maria Island,MIR-S5,Return Point,2001,Ecklonia radiata,6.5,1/01/2001 0:00,-19.3,17.43049622,50.16144943,1.473844528,0.099699974
Maria Island,MIR-S5,Return Point,2006,Ecklonia radiata,31.4,1/01/2006 0:00,29.8,16.46211815,13.3211174,1.513845444,0.108849905
Maria Island,MIR-S5,Return Point,2007,Ecklonia radiata,41,1/01/2007 0:00,9.6,17.16844368,39.99489594,2.408843994,0.128999993
Maria Island,MIR-S5,Return Point,2008,Ecklonia radiata,26.1,1/01/2008 0:00,-14.9,16.80592155,18.40959167,1.873844147,0.15625
Maria Island,MIR-S5,Return Point,2009,Ecklonia radiata,23.2,1/01/2009 0:00,-2.9,16.09499931,0.038845062,0.038845062,0.109149933
Maria Island,MIR-S5,Return Point,2010,Ecklonia radiata,44.7,1/01/2010 0:00,21.5,17.61625862,74.96413422,2.178844452,0.136800006
Maria Island,MIR-S5,Return Point,2011,Ecklonia radiata,55.9,1/01/2011 0:00,11.2,16.15556335,3.032669067,0.533845901,0.167199999
Maria Island,MIR-S5,Return Point,2012,Ecklonia radiata,44.8,1/01/2012 0:00,-11.1,17.42203903,54.2748909,1.633844376,0.102399826
Maria Island,MIR-S5,Return Point,2013,Ecklonia radiata,49.1,1/01/2013 0:00,4.3,16.59927177,7.050357819,1.038845062,0.078999899
Maria Island,MIR-S5,Return Point,2015,Ecklonia radiata,25.73333333,1/01/2015 0:00,-23.36666667,17.02585983,19.53147888,1.293844223,0.157200053
Maria Island,MIR-S5,Return Point,2016,Ecklonia radiata,13.6,1/01/2016 0:00,-12.13333333,18.6449337,180.5451965,3.258844376,0.16245003
Maria Island,MIR-S5,Return Point,2017,Ecklonia radiata,26.5,1/01/2017 0:00,12.9,17.10817909,47.79990768,1.973844528,0.157550052
Maria Island,MIR-S5,Return Point,2018,Ecklonia radiata,20.6,1/01/2018 0:00,-5.9,17.77923775,75.62332153,2.133844376,0.137599945
Maria Island,MIR-S5,Return Point,2019,Ecklonia radiata,23.9,1/01/2019 0:00,3.3,17.33725166,39.68375397,1.463844299,0.08220005
Maria Island,MIR-S5,Return Point,2020,Ecklonia radiata,29.1,1/01/2020 0:00,5.2,16.44078827,0.584604263,0.143844604,0.138550088
Maria Island,MIR-S5,Return Point,2021,Ecklonia radiata,42.5,1/01/2021 0:00,13.4,17.48126602,58.86371994,1.373844147,0.145299911
Maria Island,MIR-S5,Return Point,2022,Ecklonia radiata,41.1,1/01/2022 0:00,-1.4,17.54033089,55.52103424,1.57884407,0.10695
Maria Island,MIR-S5,Return Point,2023,Ecklonia radiata,43.7,1/01/2023 0:00,2.6,17.07311249,28.54451942,1.09384346,0.14564991
Maria Island,MIR-S14,Spring Beach,1996,Ecklonia radiata,33.3,1/01/1996 0:00,0.7,15.00914478,0,-1.071155548,0.14485006
Maria Island,MIR-S14,Spring Beach,1997,Ecklonia radiata,34.2,1/01/1997 0:00,0.9,15.39297962,0.835380554,0.438844681,0.113650128
Maria Island,MIR-S14,Spring Beach,1998,Ecklonia radiata,38.7,1/01/1998 0:00,4.5,16.24480057,2.49729538,0.543844223,0.126849934
Maria Island,MIR-S14,Spring Beach,1999,Ecklonia radiata,32.5,1/01/1999 0:00,-6.2,16.67354202,16.80919266,1.133844376,0.112899974
Maria Island,MIR-S14,Spring Beach,2000,Ecklonia radiata,34.6,1/01/2000 0:00,2.1,16.77236748,4.716503143,0.368844986,0.094100192
Maria Island,MIR-S14,Spring Beach,2001,Ecklonia radiata,15.1,1/01/2001 0:00,-19.5,17.43049622,50.16144943,1.473844528,0.099699974
Maria Island,MIR-S14,Spring Beach,2002,Ecklonia radiata,21.9,1/01/2002 0:00,6.8,16.41791344,0.057689667,0.048845291,0.088749982
Maria Island,MIR-S14,Spring Beach,2004,Ecklonia radiata,18.8,1/01/2004 0:00,-3.1,17.42480087,59.51989746,1.628843307,0.129349902
Maria Island,MIR-S14,Spring Beach,2006,Ecklonia radiata,49,1/01/2006 0:00,30.2,16.46211815,13.3211174,1.513845444,0.108849905
Maria Island,MIR-S14,Spring Beach,2007,Ecklonia radiata,19,1/01/2007 0:00,-30,17.16844368,39.99489594,2.408843994,0.128999993
Maria Island,MIR-S14,Spring Beach,2008,Ecklonia radiata,35,1/01/2008 0:00,16,16.80592155,18.40959167,1.873844147,0.15625
Maria Island,MIR-S14,Spring Beach,2009,Ecklonia radiata,25.4,1/01/2009 0:00,-9.6,16.09499931,0.038845062,0.038845062,0.109149933
Maria Island,MIR-S14,Spring Beach,2010,Ecklonia radiata,37.1,1/01/2010 0:00,11.7,17.61625862,74.96413422,2.178844452,0.136800006
Maria Island,MIR-S14,Spring Beach,2012,Ecklonia radiata,23.33333333,1/01/2012 0:00,-13.76666667,17.42203903,54.2748909,1.633844376,0.167199999
Maria Island,MIR-S14,Spring Beach,2013,Ecklonia radiata,38.3,1/01/2013 0:00,14.96666667,16.59927177,7.050357819,1.038845062,0.078999899
Maria Island,MIR-S14,Spring Beach,2014,Ecklonia radiata,30.4,1/01/2014 0:00,-7.9,16.72817802,14.31956482,1.108844757,0.113949873
Maria Island,MIR-S14,Spring Beach,2015,Ecklonia radiata,13.9,1/01/2015 0:00,-16.5,17.02585983,19.53147888,1.293844223,0.157200053
Maria Island,MIR-S14,Spring Beach,2016,Ecklonia radiata,18.8,1/01/2016 0:00,4.9,18.6449337,180.5451965,3.258844376,0.16245003
Maria Island,MIR-S14,Spring Beach,2017,Ecklonia radiata,15.1,1/01/2017 0:00,-3.7,17.10817909,47.79990768,1.973844528,0.157550052
Maria Island,MIR-S14,Spring Beach,2018,Ecklonia radiata,18.5,1/01/2018 0:00,3.4,17.77923775,75.62332153,2.133844376,0.137599945
Maria Island,MIR-S14,Spring Beach,2019,Ecklonia radiata,25.7,1/01/2019 0:00,7.2,17.33725166,39.68375397,1.463844299,0.08220005
Maria Island,MIR-S14,Spring Beach,2020,Ecklonia radiata,35.5,1/01/2020 0:00,9.8,16.44078827,0.584604263,0.143844604,0.138550088
Maria Island,MIR-S14,Spring Beach,2021,Ecklonia radiata,28.5,1/01/2021 0:00,-7,17.48126602,58.86371994,1.373844147,0.145299911
Maria Island,MIR-S14,Spring Beach,2022,Ecklonia radiata,26.5,1/01/2022 0:00,-2,17.54033089,55.52103424,1.57884407,0.10695
Maria Island,MIR-S14,Spring Beach,2023,Ecklonia radiata,27.4,1/01/2023 0:00,0.9,17.07311249,28.54451942,1.09384346,0.14564991
Kalbarri,,,2005,,94.72759206,1/01/2005,5.09665859,23.45654869,20.27565765,1.780542374,0.130145
Kalbarri,,,2007,,94.90333993,1/01/2007,10.54481588,23.18146324,3.765756607,0.810556412,0.102899
Kalbarri,,,2009,,79.78910315,1/01/2009,-15.11423678,23.96367264,54.20845032,2.690612793,0.119608
Kalbarri,,,2010,,89.80667986,1/01/2010,10.01757671,23.34822083,7.863777161,1.625617981,0.10285
Kalbarri,,,2012,,0,1/01/2012,-89.80667986,25.36124039,203.6541748,5.370586395,0.157305
